"Story","Title","Result","Date","Stability","Duration (s)"
"MIS Leave Management Activities","Sort columns for Out Duty/Tour","SUCCESS","2022-10-14T03:11:41.827+05:30[Asia/Calcutta]","0.0","72.44"
"MIS Leave Management Activities","Enter Out Duty/Tour Period in Search Box for Out Duty/Tour","SUCCESS","2022-10-14T03:12:54.285+05:30[Asia/Calcutta]","0.0","54.36"
"MIS Leave Management Activities","Verify Data is present for Out Duty/Tour","SUCCESS","2022-10-14T03:13:48.662+05:30[Asia/Calcutta]","0.0","53.01"
"MIS Leave Management Activities","Click on View button for Out Duty/Tour","SUCCESS","2022-10-14T03:14:41.692+05:30[Asia/Calcutta]","0.0","71.33"
"MIS Leave Management Activities","Verify Date in View Window for Out Duty/Tour","SUCCESS","2022-10-14T03:15:53.045+05:30[Asia/Calcutta]","0.0","71.07"
"MIS Leave Management Activities","Search in View Window for Out Duty/Tour","SUCCESS","2022-10-14T03:17:04.124+05:30[Asia/Calcutta]","0.0","72.84"
"MIS Leave Management Activities","Navigate to Leave Management > View Request Status tab > Work From Home","SUCCESS","2022-10-14T03:18:17.004+05:30[Asia/Calcutta]","0.0","51.93"
"MIS Leave Management Activities","Verify Date Range field is present for WFH Tab","SUCCESS","2022-10-14T03:19:08.958+05:30[Asia/Calcutta]","0.0","52.36"
"MIS Leave Management Activities","Enter Invalid Date Range for WFH Tab","SUCCESS","2022-10-14T03:20:01.343+05:30[Asia/Calcutta]","0.0","62.02"
"MIS Leave Management Activities","Enter Valid Date Range for WFH Tab","SUCCESS","2022-10-14T03:21:03.384+05:30[Asia/Calcutta]","0.0","71.86"
"MIS Leave Management Activities","Click on Export Options Option for WFH Tab","SUCCESS","2022-10-14T03:22:15.251+05:30[Asia/Calcutta]","0.0","61.94"
"MIS Leave Management Activities","Click on Print Option for WFH Tab","SUCCESS","2022-10-14T03:23:17.205+05:30[Asia/Calcutta]","0.0","70.59"
"MIS Leave Management Activities","Click on Copy Option for WFH Tab","SUCCESS","2022-10-14T03:24:27.809+05:30[Asia/Calcutta]","0.0","70.62"
"MIS Leave Management Activities","Click on Excel Option for WFH Tab","SUCCESS","2022-10-14T03:25:38.443+05:30[Asia/Calcutta]","0.0","70.69"
"MIS Leave Management Activities","Verify PDF option for WFH Tab","SUCCESS","2022-10-14T03:26:49.149+05:30[Asia/Calcutta]","0.0","71.31"
"MIS Leave Management Activities","Verify Number of Entries displayed for WFH Tab","SUCCESS","2022-10-14T03:28:00.472+05:30[Asia/Calcutta]","0.0","62.63"
"MIS Leave Management Activities","Enter WFH Period Name in Search Box for WFH Tab","SUCCESS","2022-10-14T03:29:03.114+05:30[Asia/Calcutta]","0.0","56.39"
"MIS Leave Management Activities","Sort columns for WFH Tab","SUCCESS","2022-10-14T03:29:59.515+05:30[Asia/Calcutta]","0.0","71.51"
"MIS Leave Management Activities","Page Next for WFH Tab","SUCCESS","2022-10-14T03:31:11.067+05:30[Asia/Calcutta]","0.0","66.88"
"MIS Leave Management Activities","Page Previous for WFH Tab","SUCCESS","2022-10-14T03:32:17.986+05:30[Asia/Calcutta]","0.0","80.64"
