"Story","Title","Result","Date","Stability","Duration (s)"
"MIS Leave Management > View Request Status","Enter Valid Date Range for Out Duty/Tour","SUCCESS","2022-10-15T23:18:05.857+05:30[Asia/Calcutta]","0.0","79.16"
"MIS Leave Management > View Request Status","Click on Export Options Option for Out Duty/Tour","SUCCESS","2022-10-15T23:19:25.036+05:30[Asia/Calcutta]","0.0","72.14"
"MIS Leave Management > View Request Status","Click on Print Option for Out Duty/Tour","SUCCESS","2022-10-15T23:20:37.204+05:30[Asia/Calcutta]","0.0","83.73"
"MIS Leave Management > View Request Status","Click on Copy Option for Out Duty/Tour","SUCCESS","2022-10-15T23:22:00.974+05:30[Asia/Calcutta]","0.0","77.73"
"MIS Leave Management > View Request Status","Click on Excel Option for Out Duty/Tour","SUCCESS","2022-10-15T23:23:18.733+05:30[Asia/Calcutta]","0.0","78.07"
"MIS Leave Management > View Request Status","Verify PDF option for Out Duty/Tour","SUCCESS","2022-10-15T23:24:36.838+05:30[Asia/Calcutta]","0.0","79.39"
"MIS Leave Management > View Request Status","Sort columns for Out Duty/Tour","SUCCESS","2022-10-15T23:25:56.251+05:30[Asia/Calcutta]","0.0","77.69"
"MIS Leave Management > View Request Status","Enter Out Duty/Tour Period in Search Box for Out Duty/Tour","SUCCESS","2022-10-15T23:27:13.985+05:30[Asia/Calcutta]","0.0","58.16"
"MIS Leave Management > View Request Status","Verify Data is present for Out Duty/Tour","SUCCESS","2022-10-15T23:28:12.199+05:30[Asia/Calcutta]","0.0","57.21"
"MIS Leave Management > View Request Status","Click on View button for Out Duty/Tour","SUCCESS","2022-10-15T23:29:09.43+05:30[Asia/Calcutta]","0.0","77.56"
"MIS Leave Management > View Request Status","Verify Date in View Window for Out Duty/Tour","SUCCESS","2022-10-15T23:30:27.03+05:30[Asia/Calcutta]","0.0","80.31"
"MIS Leave Management > View Request Status","Search in View Window for Out Duty/Tour","SUCCESS","2022-10-15T23:31:47.394+05:30[Asia/Calcutta]","0.0","79.61"
"MIS Leave Management > View Request Status","Navigate to Leave Management > View Request Status tab > Work From Home","SUCCESS","2022-10-15T23:33:07.037+05:30[Asia/Calcutta]","0.0","55.79"
"MIS Leave Management > View Request Status","Verify Date Range field is present for WFH Tab","SUCCESS","2022-10-15T23:34:02.843+05:30[Asia/Calcutta]","0.0","56.92"
"MIS Leave Management > View Request Status","Enter Invalid Date Range for WFH Tab","SUCCESS","2022-10-15T23:34:59.782+05:30[Asia/Calcutta]","0.0","67.98"
"MIS Leave Management > View Request Status","Enter Valid Date Range for WFH Tab","SUCCESS","2022-10-15T23:36:07.78+05:30[Asia/Calcutta]","0.0","78.79"
"MIS Leave Management > View Request Status","Click on Export Options Option for WFH Tab","SUCCESS","2022-10-15T23:37:26.583+05:30[Asia/Calcutta]","0.0","66.91"
"MIS Leave Management > View Request Status","Click on Print Option for WFH Tab","SUCCESS","2022-10-15T23:38:33.515+05:30[Asia/Calcutta]","0.0","80.78"
"MIS Leave Management > View Request Status","Click on Copy Option for WFH Tab","SUCCESS","2022-10-15T23:39:54.308+05:30[Asia/Calcutta]","0.0","77.21"
"MIS Leave Management > View Request Status","Click on Excel Option for WFH Tab","SUCCESS","2022-10-15T23:41:11.57+05:30[Asia/Calcutta]","0.0","78.06"
"MIS Leave Management > View Request Status","Verify PDF option for WFH Tab","SUCCESS","2022-10-15T23:42:29.652+05:30[Asia/Calcutta]","0.0","78.61"
"MIS Leave Management > View Request Status","Verify Number of Entries displayed for WFH Tab","SUCCESS","2022-10-15T23:43:48.288+05:30[Asia/Calcutta]","0.0","68.1"
"MIS Leave Management > View Request Status","Enter WFH Period Name in Search Box for WFH Tab","SUCCESS","2022-10-15T23:44:56.402+05:30[Asia/Calcutta]","0.0","61.45"
"MIS Leave Management > View Request Status","Sort columns for WFH Tab","SUCCESS","2022-10-15T23:45:57.888+05:30[Asia/Calcutta]","0.0","77.16"
"MIS Leave Management > View Request Status","Page Next for WFH Tab","SUCCESS","2022-10-15T23:47:15.066+05:30[Asia/Calcutta]","0.0","71.8"
"MIS Leave Management > View Request Status","Page Previous for WFH Tab","SUCCESS","2022-10-15T23:48:26.896+05:30[Asia/Calcutta]","0.0","85.55"
