"Story","Title","Result","Date","Stability","Duration (s)"
"MIS Leave Management Activities","Navigate to Apply tab present under Leave Management tab","SUCCESS","2022-09-21T21:41:43.058+05:30[Asia/Calcutta]","0.0","28.97"
"MIS Leave Management Activities","Verify Primary and Other Contact Number are Auto Populated by default","FAILURE","2022-09-21T21:42:12.043+05:30[Asia/Calcutta]","0.0","15.92"
"MIS Leave Management Activities","Verify Total Working Days tooltip","FAILURE","2022-09-25T22:38:32.57+05:30[Asia/Calcutta]","0.0","24.04"
"MIS Leave Management Activities","Choose leave type","FAILURE","2022-09-26T19:35:20.019+05:30[Asia/Calcutta]","0.0","19.0"
"MIS Leave Management Activities","Enter Reason for Out Duty","FAILURE","2022-09-26T19:36:18.768+05:30[Asia/Calcutta]","0.0","18.93"
