"Story","Title","Result","Date","Stability","Duration (s)"
"Perform actions on Organization Structure of MIS website","MIS org structure search employee and get designation","SUCCESS","2022-09-28T14:57:06.013+05:30[Asia/Calcutta]","0.0","17.42"
"Perform actions on Timesheet of MIS website","MIS time sheet conf timesheet verify table","SUCCESS","2022-09-28T20:07:29.639+05:30[Asia/Calcutta]","0.0","24.61"
