"Story","Title","Result","Date","Stability","Duration (s)"
"Perform actions on Organization Structure of MIS website","MIS org structure count seniors with reportees","SUCCESS","2022-09-28T01:40:05.182+05:30[Asia/Calcutta]","0.0","15.34"
"Perform actions on Timesheet of MIS website","MIS time sheet conf timesheet search text","SUCCESS","2022-09-28T20:07:54.936+05:30[Asia/Calcutta]","0.0","45.44"
